# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 6500, i.e. number of multipoles equal to 6499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.378677221568e-10       4.548406250228e-15       3.599697053775e-13       0.000000000000e+00       7.937666284161e-09       4.585194361639e-10      -1.901480812767e-12 
    3       1.303313433525e-10       6.240923317190e-15       4.168443827460e-13       0.000000000000e+00       4.986317731933e-09       3.263301216450e-10      -1.501199755627e-12 
    4       1.231937471090e-10       5.803329617496e-15       4.001546646094e-13       0.000000000000e+00       3.486005933039e-09       2.472507712329e-10      -1.037351450600e-12 
    5       1.178319314990e-10       4.175578142359e-15       3.489852542131e-13       0.000000000000e+00       2.608545573410e-09       1.953832140545e-10      -6.272722583009e-13 
    6       1.141319130288e-10       2.487171043958e-15       2.870597764603e-13       0.000000000000e+00       2.040805750516e-09       1.590791991472e-10      -3.065034166424e-13 
    7       1.117675581954e-10       1.354601361613e-15       2.288088995075e-13       0.000000000000e+00       1.647280205208e-09       1.324261066101e-10      -8.386561925638e-14 
    8       1.103410434965e-10       8.153168800732e-16       1.813588345387e-13       0.000000000000e+00       1.361338701429e-09       1.121641119280e-10       4.776153506887e-14 
    9       1.096727674036e-10       6.237029646990e-16       1.472666238687e-13       0.000000000000e+00       1.146560660048e-09       9.638870958010e-11       1.048846556418e-13 
   10       1.095791866418e-10       5.428533820699e-16       1.261905686630e-13       0.000000000000e+00       9.808842311172e-10       8.387657814725e-11       1.086931579049e-13 
   11       1.098735892482e-10       4.673847855413e-16       1.161668534358e-13       0.000000000000e+00       8.257460332777e-10       7.395396921628e-11       8.108852952687e-14 
   12       1.105301367278e-10       3.961373053573e-16       1.144440674897e-13       0.000000000000e+00       7.218949537112e-10       6.554623246424e-11       4.115288014282e-14 
   13       1.114224601067e-10       3.554136034452e-16       1.181301939208e-13       0.000000000000e+00       6.366002474207e-10       5.848776391975e-11       2.860422277214e-15 
   14       1.124926946973e-10       3.519537108553e-16       1.248736882558e-13       0.000000000000e+00       5.655919309296e-10       5.248887509454e-11      -2.521234647513e-14 
   15       1.137482302141e-10       3.722390373345e-16       1.329698650879e-13       0.000000000000e+00       5.057963566949e-10       4.741710167552e-11      -3.971590415391e-14 
   16       1.151366688681e-10       4.024796388840e-16       1.413248769956e-13       0.000000000000e+00       4.549348440459e-10       4.306670453432e-11      -4.166993058202e-14 
   17       1.166432858884e-10       4.410468732255e-16       1.494994285779e-13       0.000000000000e+00       4.112852061668e-10       3.923082421844e-11      -3.481499814048e-14 
   18       1.182431754256e-10       4.960541776793e-16       1.574845921354e-13       0.000000000000e+00       3.733824630671e-10       3.585857961568e-11      -2.379326792573e-14 
   19       1.199388219536e-10       5.729430931689e-16       1.655065737847e-13       0.000000000000e+00       3.406323234659e-10       3.291165321821e-11      -1.226107828969e-14 
   20       1.216904115626e-10       6.747311417487e-16       1.738604465297e-13       0.000000000000e+00       3.117771912904e-10       3.027237088703e-11      -3.851822180406e-15 
   21       1.235073518244e-10       7.996706074984e-16       1.827296871438e-13       0.000000000000e+00       2.863669566220e-10       2.793949332048e-11       2.353767466853e-16 
   22       1.253841383058e-10       9.439997568214e-16       1.921991996749e-13       0.000000000000e+00       2.637965749217e-10       2.590635616514e-11      -2.975517083547e-17 
   23       1.273209720482e-10       1.107690169907e-15       2.020800204829e-13       0.000000000000e+00       2.437575083401e-10       2.412053183205e-11      -3.497341819226e-15 
   24       1.292986951223e-10       1.291563018487e-15       2.120223520581e-13       0.000000000000e+00       2.257882416026e-10       2.249166691810e-11      -8.335831704081e-15 
   25       1.313152719592e-10       1.495330068684e-15       2.216535097025e-13       0.000000000000e+00       2.096789904404e-10       2.099057055353e-11      -1.308029636753e-14 
   26       1.333612841126e-10       1.718341427047e-15       2.305666862321e-13       0.000000000000e+00       1.951399151393e-10       1.959877368962e-11      -1.634608163669e-14 
   27       1.354466331566e-10       1.961193743326e-15       2.385013971146e-13       0.000000000000e+00       1.819978597094e-10       1.833266497189e-11      -1.759507034641e-14 
   28       1.375764154689e-10       2.225035999927e-15       2.452630044145e-13       0.000000000000e+00       1.700274181057e-10       1.720724436017e-11      -1.670554706604e-14 
   29       1.397540945606e-10       2.511706938540e-15       2.508255592849e-13       0.000000000000e+00       1.591678998809e-10       1.620818513979e-11      -1.424611454696e-14 
   30       1.419687501249e-10       2.823479206635e-15       2.552444921333e-13       0.000000000000e+00       1.493029706755e-10       1.529710442085e-11      -1.120377115089e-14 
   31       1.441993762595e-10       3.162633112480e-15       2.586057563869e-13       0.000000000000e+00       1.402318328952e-10       1.442881614967e-11      -8.650895973483e-15 
   32       1.464513849125e-10       3.530303173361e-15       2.609701657950e-13       0.000000000000e+00       1.319081434085e-10       1.360678382059e-11      -6.942586877070e-15 
   33       1.487312590350e-10       3.927190636290e-15       2.624122640387e-13       0.000000000000e+00       1.242736751069e-10       1.284718674017e-11      -6.226157581625e-15 
   34       1.510380779304e-10       4.353909634927e-15       2.629951504722e-13       0.000000000000e+00       1.172223012149e-10       1.216087947993e-11      -6.561172703406e-15 
   35       1.533711244871e-10       4.811200614942e-15       2.626262106275e-13       0.000000000000e+00       1.107182013280e-10       1.154172943409e-11      -7.620438841236e-15 
   36       1.557231556794e-10       5.299777170323e-15       2.611490587172e-13       0.000000000000e+00       1.047093706089e-10       1.097318581160e-11      -8.871698696771e-15 
   37       1.580836956015e-10       5.820315202672e-15       2.584004598830e-13       0.000000000000e+00       9.911782391308e-11       1.043643412467e-11      -9.772490087254e-15 
   38       1.604606084092e-10       6.373632314925e-15       2.542825588418e-13       0.000000000000e+00       9.392927172075e-11       9.930163422745e-12      -1.020153139551e-14 
   39       1.628645702968e-10       6.960560916374e-15       2.487129134346e-13       0.000000000000e+00       8.912741730396e-11       9.456727070019e-12      -1.016546340154e-14 
